id,funding_project_number,funding_project,project_id,funding_source,responsible_party_name,consultant_name,assessment_date,stream_crossing_id,assessment_id,external_crossing_reference,crew_members,utm_zone,utm_easting,utm_northing,location_confidence_ind,stream_name,road_name,road_km_mark,road_tenure,crossing_type_code,crossing_type_desc,crossing_subtype_code,crossing_subtype_desc,diameter_or_span,length_or_width,continuous_embeddedment_ind,average_depth_embededdment,resemble_channel_ind,backwatered_ind,percentage_backwatered,fill_depth,outlet_drop,outlet_pool_depth,inlet_drop_ind,culvert_slope,downstream_channel_width,stream_slope,beaver_activity_ind,fish_observed_ind,valley_fill_code,valley_fill_code_desc,habitat_value_code,habitat_value_desc,stream_width_ratio,stream_width_ratio_score,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,final_score,barrier_result_code,barrier_result_description,crossing_fix_code,crossing_fix_desc,recommended_diameter_or_span,assessment_comment,ecocat_url,image_view_url,current_pscis_status,current_crossing_type_code,current_crossing_type_desc,current_crossing_subtype_code,current_crossing_subtype_desc,current_barrier_result_code,current_barrier_description,feature_code,objectid,se_anno_cad_data,ogc_fid,study_area,geom
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7918,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-07,50268,50268,Michel46,BS,11,659625,5497619,Y,unnamed tributary to Michel Creek,railroad,11.04,Non-status,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,13.1,N,NA,N,N,NA,1.3,0,0.1,N,2.5,1.2,2.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.333,6,0,10,0,5,21,BARRIER,Barrier,OBS,Replace with new open bottom structure,2,"unknown fish presence, railroad",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50268,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015618,NA,8240,elk,"c(1807162.79570835, 574459.494877125)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7919,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-07,50269,50269,Michel47,BS,11,659763,5496345,Y,unnamed tributary to Michel Creek,Corbin Hwy,8.6,Public,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,23.2,N,NA,N,Y,75,2.2,0,0.21,N,2.9,1.4,1.2,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.556,6,3,10,0,5,24,BARRIER,Barrier,OBS,Replace with new open bottom structure,2,"unknown fish presence, paved highway",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50269,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015619,NA,8241,elk,"c(1807463.48005941, 573214.330840373)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791a,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-07,50270,50270,Michel48,BS,11,659843,5495939,Y,unnamed tributary to Michel Creek,railroad,8.6,Non-status,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,13,N,NA,N,N,NA,1.1,0.09,0.37,N,2.9,1.3,4,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.444,6,0,10,0,5,21,BARRIER,Barrier,OBS,Replace with new open bottom structure,2,"unknown fish presence, railroad",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50270,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015620,NA,8242,elk,"c(1807595.04702776, 572822.16201124)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791b,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-22,50271,103155,Michel49,JB/TF,11,660470,5493149,Y,Michel Creek,Corbin Hwy,17.9,Public,OBS,Open Bottom Structure,BRIDGE,Bridge,31.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Woodland Bridge.  Bridge is in good condition.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103155,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25015621,NA,8243,elk,"c(1808575.83822098, 570137.215744473)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791c,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-07,50272,50272,Michel50,BS,11,662525,5492611,Y,unnamed tributary to Michel Creek,Corbin Hwy,20.2,Public,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,20.5,N,NA,N,N,NA,1.1,0.55,0.39,N,1.7,2,2.6,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2.222,6,3,10,10,5,34,BARRIER,Barrier,OBS,Replace with new open bottom structure,2.4,"unknown fish presence, dry today, low potential",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50272,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015622,NA,8244,elk,"c(1810684.15711266, 569868.519687406)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791d,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50273,50273,Michel51,BS,11,657682,5506282,Y,Robert Creek,Crowsnest Highway,8,Public,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,22.5,N,NA,N,N,NA,2.1,0.26,0.21,N,5,2.4,4,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,4,6,3,10,5,10,34,BARRIER,Barrier,OBS,Replace with new open bottom structure,2.8,"paved highway crossing, outlet is into Michel Creek, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50273,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015623,NA,8245,elk,"c(1804121.60700402, 582797.727018544)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791e,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50274,50274,Michel52,BS,11,657183,5506686,Y,unnamed tributary to Michel Creek,Crowsnest Highway,7.4,Public,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.2,23,N,NA,N,N,NA,2,0.11,0.44,N,5.9,2,21,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,1.667,6,3,10,0,10,29,BARRIER,Barrier,OBS,Replace with new open bottom structure,2.4,"paved highway crossing, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50274,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015624,NA,8246,elk,"c(1803574.60381805, 583134.07642593)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_791f,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,50275,103161,Michel53,JB/TF,11,659886,5499979,Y,unnamed tributary to Michel Creek,Corbin Hwy,5,Public,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.85,18,N,NA,N,N,NA,0.5,0.31,0.1,N,1,1.2,1,N,N,DF,Deep Fill - No or little bedrock showing on stream,HIGH,High habitat value,1.412,6,3,10,10,5,34,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,1.2,Good potential for replacement.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103161,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015625,NA,8247,elk,"c(1807118.43377722, 576832.621881416)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7920,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50276,50276,Michel54,BS,11,659912,5499976,Y,unnamed tributary to Michel Creek,Corbin Hwy,5,Private,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,9,N,NA,N,N,NA,1,0.07,0.09,N,2.9,0.7,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.778,0,0,10,0,5,15,POTENTIAL,Potential barrier,OBS,Replace with new open bottom structure,1.2,"railroad crossing, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50276,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25015626,NA,8248,elk,"c(1807144.61790975, 576832.993938214)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7921,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50277,50277,Michel55,BS,11,659935,5499967,Y,unnamed tributary to Michel Creek,gasline beside Corbin Hwy,5,Private,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.8,15.5,N,NA,N,Y,100,1,0.12,0.06,N,2.9,1.5,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.875,6,3,10,0,5,24,BARRIER,Barrier,OBS,Replace with new open bottom structure,1.8,"gas pipeline access road, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50277,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015627,NA,8249,elk,"c(1807168.59572236, 576827.032172592)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7922,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50278,50278,Michel56,BS,11,660123,5499891,Y,unnamed tributary to Michel Creek,Loop Ridge branch,0.5,Non-status,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,8.1,N,NA,N,Y,60,1.3,0.1,0.08,Y,3.1,0.9,17,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1,3,0,10,0,10,23,BARRIER,Barrier,OBS,Replace with new open bottom structure,1.8,"unknown fish presence, unlikely",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50278,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015628,NA,8250,elk,"c(1807364.90200463, 576775.885957759)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7923,PD12TFE004,Fish Passage Assessments in the ELKR watershed,560,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-06,50279,50279,Michel57,BS,11,660116,5499578,Y,unnamed tributary to Michel Creek,Loop Ridge branch,0.8,Non-status,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,8.5,N,NA,N,N,NA,1.5,0.25,0.29,N,2.8,1,11,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.667,6,0,10,5,5,26,BARRIER,Barrier,OBS,Replace with new open bottom structure,1.6,"unknown fish presence, unlikely",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS560]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50279,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25015629,NA,8251,elk,"c(1807398.18716902, 576464.695712942)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7be1,PD12TFE004-ELKR,Fish Passage Assessments in the ELKR watershed,680,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-11-07,51224,51224,Morrisey05,"KG, BM",11,648622,5468485,Y,unnamed tributary to Morrisey Creek,A Road off East Basin Rd,20.4,Non-status,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,Unknown,NA,NA,NA,"unknown fish presence, washed out CMP 900mm x 9m with 50cm fill behind gate, should be pulled back",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS680]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=51224,ASSESSED,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,UNKNOWN,Unknown,NA,25016331,NA,8945,elk,"c(1799986.53578702, 544166.206661742)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7be0,PD12TFE004-ELKR,Fish Passage Assessments in the ELKR watershed,680,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-11-07,51223,51223,Morrisey04,"KG, BM",11,648373,5468360,N,unnamed tributary to Morrisey Creek,Gasline off East Basin Rd,20.3,Non-status,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,Unknown,NA,NA,NA,"unknown fish presence, constructed ford on gasline",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS680]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=51223,ASSESSED,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,UNKNOWN,Unknown,NA,25016330,NA,8954,elk,"c(1799755.42866971, 544010.271390144)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7be2,PD12TFE004-ELKR,Fish Passage Assessments in the ELKR watershed,680,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-11-04,51243,51243,Morrisey24,BS,11,651277,5477052,Y,unnamed tributary to Morrisey Creek,Morrisey spur,27.6,Non-status,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,Unknown,NA,NA,NA,"deactivation moderate habitat value, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS680]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=51243,ASSESSED,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,UNKNOWN,Unknown,NA,25016332,NA,8955,elk,"c(1801521.29284928, 552998.550794356)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid-c0f2891_17692541768_7be3,PD12TFE004-ELKR,Fish Passage Assessments in the ELKR watershed,680,FIA,TIMBER SALES MANAGER KOOTENAY,GRAINGER,2011-10-10,51255,51255,Michel01,BS,11,663368,5492867,Y,unnamed tributary to Michel Creek,Tent Mt Rd,0.8,Non-status,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,Unknown,NA,NA,NA,"gated washout, unknown fish presence",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS680]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=51255,ASSESSED,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,UNKNOWN,Unknown,NA,25016333,NA,8956,elk,"c(1811487.7370957, 570230.833961721)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7afa,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-23,61220,61313,CORB005,JB/TF,11,668554,5487321,Y,Corbin Creek,Flathead Rd,NA,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,14.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Bridge in good condition.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61313,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018460,NA,11083,elk,"c(1817347.0641481, 565401.770567097)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae5,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61487,61600,COAL019,JB/BM/MK,11,652043,5480495,Y,Coal Creek,Coal Creek Rd,54,FSR,OBS,Open Bottom Structure,WOODBOX,Wood Box Culvert,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Rotten wood box,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61600,ASSESSED,OBS,Open Bottom Structure,WOODBOX,Wood Box Culvert,PASSABLE,Passable - No barrier,NA,25018481,NA,11104,elk,"c(1801839.21592857, 556509.643686791)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae4,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61488,61601,COAL018,JB/BM/MK,11,652118,5480182,Y,Coal Creek,Pages Draw,NA,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,9,N,NA,N,N,NA,0.8,0,0,N,5,1,7,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,1.667,6,0,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,1,Very shallow.  Trickle of water at time of assessment.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61601,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018482,NA,11105,elk,"c(1801953.863682, 556209.065789682)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae3,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61489,61602,COAL017,JB/BM/MK,11,653441,5480026,Y,Coal Creek,Pages Draw,51,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,9,N,NA,N,N,NA,0.5,0,0,N,2,1.2,6,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,2,6,0,10,0,5,21,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,1.2,Dewatered at time of assessment.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61602,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018483,NA,11106,elk,"c(1803286.94816975, 556224.756560228)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae2,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61491,61604,COAL013,JB/BM/MK,11,651902,5484539,Y,Coal Creek,Coal Creek Rd,45,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,12.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,None.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61604,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018484,NA,11107,elk,"c(1801179.7491827, 560499.833253558)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae1,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61492,61605,COAL015,JB/BM/MK,11,652154,5482416,Y,Coal Creek,Pages Draw,49,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,15.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Rotten bridge deck.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61605,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018485,NA,11108,elk,"c(1801702.58412201, 558427.964922087)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ae0,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61493,61606,COAL016,JB/BM/MK,11,652272,5481076,Y,Coal Creek,Pages Draw,48,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,12.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,4.6m from running surface down to stream bed.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61606,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018486,NA,11109,elk,"c(1801991.84813224, 557114.983538655)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7adf,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61494,61607,COAL011,JB/BM/MK,11,649702,5485023,Y,Coal Creek,Coal Creek Rd,43,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,18.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Curbing on bridge is starting to rot.  Bridge needs a wash.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61607,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018487,NA,11110,elk,"c(1798934.22924541, 560696.483235449)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7ade,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-09-27,61495,61608,COAL012,JB/BM/MK,11,650459,5485109,Y,Coal Creek,Coal Creek Rd,44,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,9.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,None.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61608,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018488,NA,11111,elk,"c(1799674.45281028, 560879.132184224)"
