channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map
2336,,"{123553,123558}",400.431358.415251.212542.340915.279747,400.431358.415251.212542.340915.279747,BULK,1,1,0.018083333333333337,0,0.42,0,3.05,1.84,693
2337,,"{123565,123560}",400.431358.415251.212542.340915.313624,400.431358.415251.212542.340915.313624,BULK,1,1,0.1578,0,0,0,0,1.42,771
2338,{11895},{123567},400.431358.415251.212542.424007,400.431358.415251.212542.424007.158794,BULK,3,10,0.1173,401.4233,0.82,0,0,7,719
2339,{11894},{123568},400.431358.415251.212542.424007.158794,400.431358.415251.212542.424007.158794,BULK,2,2,0.137,23.1009,0.05,0,0,2.1,750
2340,{8325},{123569},400.431358.415251.212542.447691,400.431358.415251.212542.447691,BULK,1,1,0.03674,0,0,0,7.2,1.2,701
2341,,"{123577,123570,123575}",400.431358.415251.212542.518106,400.431358.415251.212542.518106,BULK,3,9,0.0389,762.6439,3.19,0,1.53,3.28,658
2342,{13492},,400.431358.415251.212542.518106,400.431358.415251.212542.518106.218497,BULK,3,7,0.0851,646.1368,3.19,0,0.3,5.3,739
2343,{10153},,400.431358.415251.212542.610174,400.431358.415251.212542.610174.070433,BULK,2,4,0.1142,293.2169,0,0,0,0.9,871
2344,{13331},,400.431358.415251.212542.733749,400.431358.415251.212542.733749,BULK,3,7,0.0981,334.0936,0.04,0,9.67,11.5,867
2345,{63827},,400.431358.415251.243514,400.431358.415251.243514.071934,BULK,4,11,0.0727,604.4833,0,0,0.34,1.53,549
2346,"{63828,11991}",,400.431358.415251.243514,400.431358.415251.243514.195199,BULK,3,5,0.0724,292.0736,0,0,0.34,1.37,565
2347,,{195532},400.431358.415251.243514,400.431358.415251.243514.526516,BULK,2,2,0.0382,131.5111,0,0,0.34,0.97,594
2348,,{195365},400.431358.415251.243514,400.431358.415251.243514.640895,BULK,1,1,0.0481,0,0,0,0.34,1.09,638
2349,,{195366},400.431358.415251.243514.640895,400.431358.415251.243514.640895,BULK,1,1,0.0776,0,0,0,0,2.7,636
2350,,{195446},400.431358.415251.267270,400.431358.415251.267270,BULK,2,2,0.00405,52.1771,0,0,0,1.05,542
2351,{11898},,400.431358.415251.287080,400.431358.415251.287080,BULK,2,2,0.0665,36.5383,0,0,0,0.5,549
2352,{11899},{124492},400.431358.415251.298333,400.431358.415251.298333,BULK,3,7,0.04245,416.0249,0,0,27.54,1.3,548
2353,{63826},,400.431358.415251.298333,400.431358.415251.298333.117158,BULK,3,6,0.1078,383.7071,0,0,27.54,1.55,551
2354,,{195458},400.431358.415251.298333,400.431358.415251.298333.372208,BULK,1,1,0.02125,0,0,0,27.54,0.55,592
2355,{8632},,400.431358.415251.310152,400.431358.415251.310152,BULK,4,49,0.0238,2728.2915,1.89,0,3.81,2.7,554
2356,{13330},,400.431358.415251.310152,400.431358.415251.310152.447208,BULK,4,21,0.0624,769.4854,1.21,0,0.51,6,714
2357,{63859},,400.431358.415251.310152,400.431358.415251.310152.647648,BULK,3,13,0.0998,391.3229,0.99,0,0.21,2.57,800
2358,,"{124292,195453}",400.431358.415251.310152.204530,400.431358.415251.310152.204530,BULK,1,1,0.153,0,0,0,0,0.85,645
2359,{11936},,400.431358.415251.310152.232528,400.431358.415251.310152.232528,BULK,1,1,0.1389,0,0,0,0,2,638
2360,{11920},,400.431358.415251.310152.303256,400.431358.415251.310152.303256.155146,BULK,3,5,0.1231,226.3028,0,0,0,3.6,693
2361,,"{124286,124285}",400.431358.415251.310152.303256.082853,400.431358.415251.310152.303256.082853,BULK,1,1,0.089,0,0,0,0,0.91,664
2362,{11922},{124291},400.431358.415251.310152.303256.097983,400.431358.415251.310152.303256.097983.115925,BULK,2,2,0.1306,60.6779,0,0,0.97,0.7,691
2363,,"{124280,124288,124287}",400.431358.415251.310152.303256.097983.115925,400.431358.415251.310152.303256.097983.115925,BULK,1,1,0.1822,0,0,0,0,1.13,774
2364,{63825},,400.431358.415251.310152.447208,400.431358.415251.310152.447208.010560,BULK,3,10,0.0842,567.761,0.68,0,2.33,3.63,663
2365,{13328},,400.431358.415251.310152.447208,400.431358.415251.310152.447208.374202,BULK,3,7,0.0847,364.5743,0.68,0,0,3,730
2366,,{123586},400.431358.415251.310152.447208.010560,400.431358.415251.310152.447208.010560,BULK,1,1,0.2262,0,0,0,0,0.72,651
2367,,{123587},400.431358.415251.310152.447208.113335,400.431358.415251.310152.447208.113335,BULK,1,1,0.07603333333333333,0,0,0,0.36,1.53,672
2368,{13326},,400.431358.415251.310152.447208.374202,400.431358.415251.310152.447208.374202,BULK,1,1,0.0602,0,0,0,1.97,1.2,718
2369,{13327},,400.431358.415251.310152.447208.392361,400.431358.415251.310152.447208.392361,BULK,2,2,0.1094,53.0297,0,0,0,1.2,761
2370,,{123581},400.431358.415251.310152.447208.601395,400.431358.415251.310152.447208.601395,BULK,1,1,0.2367,0,0,0,0,0.58,908
2371,{11993},,400.431358.415251.319399,400.431358.415251.319399.253618,BULK,3,19,0.0445,1163.4579,3.07,0,5.04,2.3,626
2372,{8596},,400.431358.415251.319399,400.431358.415251.319399.615409,BULK,3,14,0.0787,504.9614,2.37,0,3.46,7.4,909
2373,{8593},,400.431358.415251.319399,400.431358.415251.319399.821268,BULK,2,4,0.141,50.4429,0.4,0,0,4.9,1131
2374,{63822},,400.431358.415251.319399.072795,400.431358.415251.319399.072795,BULK,2,5,0.1136,237.725,0,0,0,1.5,618
2375,"{11995,63823}",,400.431358.415251.319399.072795,400.431358.415251.319399.072795.206860,BULK,2,3,0.1207,122.144,0,0,0,2.84,620
2376,,"{195523,195528}",400.431358.415251.319399.072795.160709,400.431358.415251.319399.072795.160709,BULK,1,1,0.1987,0,0,0,0,0.54,668
2377,,"{195529,195527,195526}",400.431358.415251.319399.072795.493656,400.431358.415251.319399.072795.493656,BULK,1,1,0.1832,0,0,0,0,0.91,685
2378,,"{195524,195525}",400.431358.415251.319399.072795.699125,400.431358.415251.319399.072795.699125,BULK,1,1,0.1923,0,0,0,0,0.54,737
2379,"{11994,63824}","{195368,195368}",400.431358.415251.319399.177406,400.431358.415251.319399.177406,BULK,3,5,0.1186,199.9476,0.27,0,1.16,2.88,637
2380,,"{195349,195348,195539}",400.431358.415251.319399.253618,400.431358.415251.319399.253618,BULK,1,1,0.0954,0,0,0,0.37,0.88,640
2381,,{195351},400.431358.415251.319399.369295,400.431358.415251.319399.369295,BULK,1,1,0.1124,0,0,0,0,2.16,748
2382,{11900},{124493},400.431358.415251.323017,400.431358.415251.323017,BULK,2,2,0.07505,120.3905,0,0,0,2.8,560
2383,,{195237},400.431358.415251.323017,400.431358.415251.323017.466720,BULK,1,1,0.0916,0,0,0,0,0.79,594
2384,,{195335},400.431358.415251.332738,400.431358.415251.332738,BULK,1,1,0.211,0,0,0,0,0.68,610
2385,,{195336},400.431358.415251.345911,400.431358.415251.345911,BULK,1,1,0.08185,0,0,0,0,0.43,617
2386,{10250},{195337},400.431358.415251.352737,400.431358.415251.352737,BULK,2,2,0.09084999999999999,70.0812,0,0,0,1.4,582
2387,,{195338},400.431358.415251.355280,400.431358.415251.355280,BULK,2,2,0.1128,22.609,0,0,0,0.72,578
2388,,"{124494,195236,195243}",400.431358.415251.357160,400.431358.415251.357160,BULK,1,1,0.02954,0,0.18,0,1.19,1.36,584
2389,{8500},,400.431358.415251.366115,400.431358.415251.366115,BULK,2,4,0.0424,627.2174,0.76,0,6.48,0.9,570
2390,{63860},,400.431358.415251.366115,400.431358.415251.366115.176496,BULK,2,3,0.0672,577.2192,0.76,0,6.48,3.28,574
2391,"{10247,10247,63861,63861}","{195344,195340,195344,195340}",400.431358.415251.366115,400.431358.415251.366115.240773,BULK,2,2,0.1146,119.5197,0.76,0,4.97,2.35,678
2392,"{10246,10246}","{195339,195345}",400.431358.415251.366115.240773,400.431358.415251.366115.240773,BULK,1,1,0.04533333333333334,0,0,0,1.5,3,698
2393,{8470},,400.431358.415251.374477,400.431358.415251.374477,BULK,1,1,0.0372,0,0.38,0,0,2,578
2394,{1707},,400.431358.415251.382286,400.431358.415251.382286.057030,BULK,6,425,0.013000000000000001,22470.3304,150.83,0,276.91,32.5,573
2395,{8597},,400.431358.415251.382286,400.431358.415251.382286.565350,BULK,5,168,0.0246,7285.4905,10.83,0,36.06,2.2,701
2396,{13340},,400.431358.415251.382286,400.431358.415251.382286.852831,BULK,4,45,0.0395,1111.5151,2.3,0,0.97,6.9,1055
2397,"{63812,10243,63811}",,400.431358.415251.382286.170012,400.431358.415251.382286.170012,BULK,3,8,0.1235,529.2795,0.1,0,16.22,3.25,642
2398,{10244},,400.431358.415251.382286.170012,400.431358.415251.382286.170012.346488,BULK,1,1,0.041249999999999995,0,0,0,12.66,1.5,869
2399,{8281},,400.431358.415251.382286.170012.346488,400.431358.415251.382286.170012.346488.041268,BULK,2,3,0.14095000000000002,100.1324,0.1,0,1.4,2,816
2400,{8279},,400.431358.415251.382286.365846,400.431358.415251.382286.365846,BULK,3,21,0.1274,692.0468,0.54,0,4.88,6,713
2401,{63813},,400.431358.415251.382286.365846,400.431358.415251.382286.365846.251978,BULK,3,19,0.1007,610.7288,0.54,0,4.88,4.83,814
2402,{63814},,400.431358.415251.382286.365846,400.431358.415251.382286.365846.347269,BULK,3,16,0.1036,476.1703,0.54,0,2.5,4.75,905
2403,{63815},,400.431358.415251.382286.436927,400.431358.415251.382286.436927,BULK,3,10,0.1302,357.9164,0.04,0,4,4.53,786
2404,{63816},,400.431358.415251.382286.436927,400.431358.415251.382286.436927.681578,BULK,2,3,0.2045,59.2753,0,0,1.62,0.97,988
2405,{1694},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.066394,BULK,5,133,0.0122,7109.2404,117.29,0,201.69,7.5,702
2406,{8305},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.095349,BULK,5,131,0.0123,7014.9096,117.29,0,200.59,10.3,704
2407,{8304},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.294882,BULK,4,79,0.0377,3389.0177,12.68,0,45.71,11.2,882
2408,{8604},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.622120,BULK,3,44,0.0042,1735.1199,3.5,0,24.82,7,1137
2409,{8600},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.776634,BULK,3,25,0.0091,1015.0437,1.34,0,14.03,2.5,1258
2410,{13346},,400.431358.415251.382286.565350.036013,400.431358.415251.382286.565350.036013.444907,BULK,4,31,0.0528,1140.8827,11.21,0,0,6.9,1094
2411,{13348},,400.431358.415251.382286.565350.036013.098116,400.431358.415251.382286.565350.036013.098116.436871,BULK,3,9,0.0721,345.8881,0.1,0,0,3,1060
2412,{13345},,400.431358.415251.382286.565350.036013.579103,400.431358.415251.382286.565350.036013.579103,BULK,2,3,0.2371,70.0251,0,0,0,0.7,1180
2413,{13343},,400.431358.415251.382286.565350.036013.632317,400.431358.415251.382286.565350.036013.632317,BULK,2,4,0.1882,95.6554,0.89,0,0,1.8,1235
2414,{8294},,400.431358.415251.382286.565350.123947,400.431358.415251.382286.565350.123947,BULK,2,2,0.0581,115.5444,0.5,0,1.68,2,705
2415,{8298},,400.431358.415251.382286.565350.154865.433627,400.431358.415251.382286.565350.154865.433627,BULK,1,1,0.04686666666666667,0,94.4,0,1.19,0.5,840
2416,{8308},,400.431358.415251.382286.565350.154865.946977,400.431358.415251.382286.565350.154865.946977.451482,BULK,3,7,0.1092,217.3708,0,0,1.31,3.7,803
2417,{8307},,400.431358.415251.382286.565350.154865.970896,400.431358.415251.382286.565350.154865.970896.704651,BULK,2,4,0.1654,222.9911,1.4,0,0,4.3,850
2418,{8297},,400.431358.415251.382286.565350.154865.970896.158190,400.431358.415251.382286.565350.154865.970896.158190.551450,BULK,1,1,0.0601,0,0,0,0.83,1.2,802
2419,{8301},,400.431358.415251.382286.565350.154865.970896.502747,400.431358.415251.382286.565350.154865.970896.502747.147991,BULK,2,4,0.0091,82.4588,0.34,0,135.05,0.6,721
2420,{8602},,400.431358.415251.382286.565350.372009,400.431358.415251.382286.565350.372009.220851,BULK,3,5,0.0652,298.0562,0.86,0,6.27,5.9,979
2421,{8519},,400.431358.415251.382286.565350.372009,400.431358.415251.382286.565350.372009.754612,BULK,2,2,0.0971,63.6678,0.86,0,0,1.3,1049
2422,{8601},,400.431358.415251.382286.565350.500054,400.431358.415251.382286.565350.500054,BULK,2,3,0.07238333333333334,91.7619,0.72,0,1.32,21.1,1076
2423,"{10240,1695}",,400.431358.415251.382286.614093,400.431358.415251.382286.614093.550621,BULK,4,58,0.014,2206.0342,3.8,0,0,20.85,1150
2424,{10239},,400.431358.415251.382286.614093,400.431358.415251.382286.614093.614821,BULK,4,43,0.019,1597.1944,3.8,0,0,3.7,1158
2425,{8603},,400.431358.415251.382286.614093.202492,400.431358.415251.382286.614093.202492,BULK,3,12,0.06636666666666667,852.4498,1.27,0,28.07,1.2,856
2426,{8608},,400.431358.415251.382286.614093.202492.562237,400.431358.415251.382286.614093.202492.562237,BULK,2,2,0.085,139.3562,0.16,0,5.18,7.8,908
2427,{10236},,400.431358.415251.382286.614093.348281,400.431358.415251.382286.614093.348281,BULK,2,4,0.1122,169.2093,0,0,0.89,3.2,995
2428,{10241},,400.431358.415251.382286.614093.607012,400.431358.415251.382286.614093.607012,BULK,3,14,0.1084,453.6195,0,0,0,3.4,1214
2429,{13341},,400.431358.415251.382286.849577,400.431358.415251.382286.849577,BULK,2,9,0.2283,195.8959,2.77,0,0,2.5,1049
2430,{13339},,400.431358.415251.382286.873198,400.431358.415251.382286.873198,BULK,3,6,0.1317,270.0401,0.13,0,0,3.5,1079
2431,"{13338,13333}",,400.431358.415251.382286.897011,400.431358.415251.382286.897011,BULK,3,8,0.1033,174.5952,0,0,0,3.15,1141
2432,{63821},,400.431358.415251.403753,400.431358.415251.403753,BULK,3,7,0.06415,436.2394,0,0,3.77,1.49,595
2433,{8497},,400.431358.415251.403753,400.431358.415251.403753.156587,BULK,3,5,0.1116,271.8114,0,0,3.77,2.8,614
2434,,{123520},400.431358.415251.403753,400.431358.415251.403753.351030,BULK,3,4,0.1402,171.1894,0,0,1.83,1.68,610
2435,,{123524},400.431358.415251.403753,400.431358.415251.403753.608055,BULK,1,1,0.116,0,0,0,0,0.3,711
2436,{8499},,400.431358.415251.403753.156587,400.431358.415251.403753.156587,BULK,2,2,0.1669,52.7577,0,0,0,5.1,591
2437,,"{123522,123519}",400.431358.415251.403753.351030,400.431358.415251.403753.351030,BULK,1,1,0.059533333333333334,0,0,0,1.94,0.68,615
2438,,"{123686,123690,123680}",400.431358.415251.416269,400.431358.415251.416269.257967,BULK,1,1,0.03663333333333333,0,0.28,0,0.65,1.21,632
2439,,"{123679,195371}",400.431358.415251.416269.196833,400.431358.415251.416269.196833,BULK,1,1,0.0743,0,0,0,0,1.37,613
2440,,{123684},400.431358.415251.442177.341444,400.431358.415251.442177.341444.124802,BULK,1,1,0.0975,0,0,0,0,1.67,612
2441,,{123682},400.431358.415251.442177.341444.124802,400.431358.415251.442177.341444.124802,BULK,1,1,0.059,0,0,0,0,1.2,613
2442,"{1708,11971}",,400.431358.415251.449382,400.431358.415251.449382,BULK,4,25,0.044950000000000004,1320.4826,3.85,0,25.31,3.9,579
2443,{63807},,400.431358.415251.449382,400.431358.415251.449382.204666,BULK,4,17,0.118,558.5849,3.28,0,8.49,2.75,658
2444,"{63789,63790}",,400.431358.415251.449382.149280,400.431358.415251.449382.149280.432217,BULK,2,2,0.0847,255.3313,0.57,0,3.26,1.73,664
2445,,"{123590,123589}",400.431358.415251.449382.149280.130590,400.431358.415251.449382.149280.130590,BULK,1,1,0.0726,0,0,0,0,0.92,609
2446,,"{123593,123599,123595}",400.431358.415251.449382.149280.358755,400.431358.415251.449382.149280.358755,BULK,1,1,0.0748,0,0,0,0,1.31,644
2447,,"{123598,123596}",400.431358.415251.449382.149280.663058,400.431358.415251.449382.149280.663058,BULK,1,1,0.038266666666666664,0,0,0,0.48,0.75,688
2448,,{195229},400.431358.415251.449382.445302,400.431358.415251.449382.445302.880229,BULK,1,1,0.06305,0,2.16,0,0,1.29,978
2449,{1709},,400.431358.415251.466333,400.431358.415251.466333,BULK,4,104,0.028825000000000003,4921.84,11.33,0,52.07,17.5,606
2450,{10226},,400.431358.415251.466333,400.431358.415251.466333.416291,BULK,4,65,0.0257,2767.6629,5.32,0,6.88,14.2,873
2451,"{10224,63788}",,400.431358.415251.466333,400.431358.415251.466333.489834,BULK,4,54,0.0405,1903.4246,1.41,0,0.8,7.32,1008
2452,{10228},,400.431358.415251.466333,400.431358.415251.466333.707682,BULK,3,12,0.0712,722.1389,1.22,0,0.8,7.5,1309
2453,{8322},,400.431358.415251.466333.184093,400.431358.415251.466333.184093.181263,BULK,2,3,0.015357142857142857,208.0745,0.2,0,16.81,1.6,696
2454,,{195370},400.431358.415251.466333.184093,400.431358.415251.466333.184093.727269,BULK,1,1,0.026471428571428566,0,0.16,0,8.93,1.36,803
2455,{63787},,400.431358.415251.466333.212210,400.431358.415251.466333.212210,BULK,2,13,0.1605,307.3351,0.21,0,0,8.45,766
2456,{10221},,400.431358.415251.466333.212210,400.431358.415251.466333.212210.788042,BULK,2,4,0.1311,44.0498,0.21,0,0,3.5,1295
2457,,{195369},400.431358.415251.466333.301817,400.431358.415251.466333.301817,BULK,1,1,0.037366666666666666,0,0.1,0,9.14,0.51,781
2458,{8318},,400.431358.415251.466333.355745,400.431358.415251.466333.355745,BULK,3,10,0.1039,422.9936,4.43,0,18.78,4.4,791
2459,{8513},,400.431358.415251.466333.355745,400.431358.415251.466333.355745.494362,BULK,3,5,0.0979,192.7273,4.43,0,17.3,1,883
2460,{10225},,400.431358.415251.466333.440422,400.431358.415251.466333.440422,BULK,2,4,0.0844,275.9318,0.39,0,6.08,3.5,880
2461,{10252},,400.431358.415251.466333.609180,400.431358.415251.466333.609180,BULK,3,8,0.1403,169.8521,0,0,0,3,1213
2462,{10256},,400.431358.415251.466333.652424,400.431358.415251.466333.652424,BULK,2,4,0.2141,69.2276,0,0,0,1.5,1226
2463,{10229},,400.431358.415251.466333.720355,400.431358.415251.466333.720355,BULK,3,6,0.1604,228.3776,0.31,0,0,6.3,1351
2464,"{8631,63792}",,400.431358.415251.474948,400.431358.415251.474948.060637,BULK,2,4,0.042866666666666664,186.6765,0.47,0,20.43,5.69,623
2465,"{11945,11945,11985,11985}","{123528,123527,123528,123527}",400.431358.415251.494289,400.431358.415251.494289.044347,BULK,1,1,0.02716666666666667,0,0,0,31.26,1.85,585
2466,,{195545},400.431358.415251.494289.044347,400.431358.415251.494289.044347,BULK,1,1,0.05565,0,0,0,18.12,1.02,600
2467,{10092},,400.431358.415251.495624,400.431358.415251.495624,BULK,3,10,0.0353,590.4891,0.45,0,0,6.2,604
2468,"{63794,63793}",,400.431358.415251.495624,400.431358.415251.495624.246805,BULK,3,7,0.1199,397.8833,0.45,0,0,5.21,785
2469,"{63786,63785}",,400.431358.415251.495624.246805,400.431358.415251.495624.246805,BULK,2,3,0.1505,57.7562,0,0,0,1.91,765
2470,,{195543},400.431358.415251.519414,400.431358.415251.519414,BULK,1,1,0.0735,0,0,0,0,1.1,736
2471,"{11984,1710}",,400.431358.415251.528811,400.431358.415251.528811,BULK,5,74,0.047850000000000004,3917.0447,8.17,0,27.64,23.25,642
2472,{11983},,400.431358.415251.528811,400.431358.415251.528811.342635,BULK,5,51,0.0531,1931.9815,6.32,0,10.85,18.2,770
2473,{11915},,400.431358.415251.528811.237725,400.431358.415251.528811.237725,BULK,1,1,0.04822,0,0.4,0,4.61,1.2,694
2474,{11916},{195322},400.431358.415251.528811.301382,400.431358.415251.528811.301382,BULK,1,1,0.0607625,0,0.32,0,4.66,2.2,779
2475,{11982},,400.431358.415251.528811.342635,400.431358.415251.528811.342635,BULK,3,19,0.0585,1306.4335,1.14,0,5.62,10.9,800
2476,{8314},,400.431358.415251.528811.342635,400.431358.415251.528811.342635.727604,BULK,3,5,0.063,280.7104,0.57,0,0,5.2,1274
2477,{10248},,400.431358.415251.528811.569235,400.431358.415251.528811.569235.507885,BULK,1,1,0.046325,0,0.26,0,0.66,1,1111
2478,{8315},,400.431358.415251.528811.690377,400.431358.415251.528811.690377,BULK,4,19,0.0772,396.3325,3.1,0,3.4,4.8,1007
2479,{8319},,400.431358.415251.528811.734094,400.431358.415251.528811.734094,BULK,3,6,0.217,168.3033,0.12,0,0,7.8,1031
2480,,{195511},400.431358.415251.544243,400.431358.415251.544243,BULK,1,1,0.0278,0,0,0,0,1.45,618
2481,{1733},,400.431358.415251.557922,400.431358.415251.557922,BULK,4,83,0.009466666666666667,5978.4116,10.07,0,56.76,15,630
2482,{8619},,400.431358.415251.557922,400.431358.415251.557922.307235,BULK,4,70,0.0306,4997.7647,8.6,0,46.37,5.3,815
2483,{8616},,400.431358.415251.557922,400.431358.415251.557922.747819,BULK,3,16,0.0618,961.9814,0,0,1.31,14.6,1055
2484,{11943},,400.431358.415251.557922.075069,400.431358.415251.557922.075069,BULK,2,3,0.0744,215.735,0,0,0,3.3,627
2485,{11914},,400.431358.415251.557922.075069,400.431358.415251.557922.075069.389082,BULK,1,1,0.0765,0,0,0,0,4.4,751
2486,,{195508},400.431358.415251.557922.075069.334335,400.431358.415251.557922.075069.334335,BULK,1,1,0.0964,0,0,0,0,0.58,650
2487,,{195324},400.431358.415251.557922.227409,400.431358.415251.557922.227409.499057,BULK,1,1,0.038849999999999996,0,0,0,5.67,0.86,778
2488,"{63795,63796}",,400.431358.415251.557922.362187,400.431358.415251.557922.362187,BULK,2,3,0.1313,212.4256,0.98,0,4.44,2.01,831
2489,,"{195326,195327}",400.431358.415251.557922.362187,400.431358.415251.557922.362187.508997,BULK,1,1,0.0729,0,0.77,0,1.62,0.45,917
2490,,{195325},400.431358.415251.557922.362187.411976,400.431358.415251.557922.362187.411976,BULK,1,1,0.0388,0,0,0,1.19,1.3,868
2491,,{195328},400.431358.415251.557922.362187.508997,400.431358.415251.557922.362187.508997,BULK,1,1,0.020514285714285714,0,0.2,0,1.62,0.89,881
2492,{8620},,400.431358.415251.557922.423343,400.431358.415251.557922.423343,BULK,2,2,0.1551,158.5613,0,0,0,3.6,979
2493,{63797},,400.431358.415251.557922.451238,400.431358.415251.557922.451238,BULK,2,2,0.1908,302.9418,0,0,4.33,2.37,865
2494,"{11918,63798}","{195329,195329}",400.431358.415251.557922.451238,400.431358.415251.557922.451238.101526,BULK,1,1,0.0432,0,0,0,4.33,2.35,922
2495,,{195331},400.431358.415251.557922.451238.101526,400.431358.415251.557922.451238.101526,BULK,1,1,0.1335,0,0,0,0,0.62,873
2496,{13316},,400.431358.415251.557922.472865,400.431358.415251.557922.472865.125248,BULK,3,5,0.1185,191.7443,0.1,0,0,4.6,1000
2497,{13315},,400.431358.415251.557922.538008,400.431358.415251.557922.538008,BULK,3,9,0.0397,841.1509,3.79,0,10.73,6.7,906
2498,{1734},,400.431358.415251.557922.538008,400.431358.415251.557922.538008.099964,BULK,2,5,0.030199999999999994,458,3.68,0,10.73,3.5,972
2499,{63799},,400.431358.415251.557922.538008,400.431358.415251.557922.538008.285184,BULK,2,4,0.005033333333333333,335.2911,3.68,0,7.64,2.3,990
2500,{63800},,400.431358.415251.557922.538008,400.431358.415251.557922.538008.344906,BULK,2,3,0.0737,122.832,0.56,0,3.97,2.53,1063
2501,{13314},,400.431358.415251.557922.538008.099964,400.431358.415251.557922.538008.099964.134319,BULK,2,3,0.1397,162.6927,0.11,0,0,7.2,1098
2502,{8313},,400.431358.415251.557922.710621,400.431358.415251.557922.710621.315516,BULK,3,11,0.1034,348.1767,0.13,0,0,5.9,1233
2503,{10253},,400.431358.415251.557922.710621.163191,400.431358.415251.557922.710621.163191.119780,BULK,1,1,0.04265714285714286,0,2.22,0,0.52,1.2,1101
2504,{8615},,400.431358.415251.557922.775129,400.431358.415251.557922.775129,BULK,3,10,0.0796,550.8998,0,0,0,3.5,1062
2505,{11940},,400.431358.415251.583560,400.431358.415251.583560.089804,BULK,3,17,0.029675,1003.4786,3.43,0,90.04,9.6,632
2506,{8576},,400.431358.415251.583560,400.431358.415251.583560.678591,BULK,3,11,0.0878,484.112,3.22,0,0,4.4,1374
2507,,{195515},400.431358.415251.583560.089804,400.431358.415251.583560.089804.040438,BULK,3,4,0.03835,546.1656,0,0,90.04,2.13,652
2508,,{195519},400.431358.415251.583560.089804.160512,400.431358.415251.583560.089804.160512.402138,BULK,1,1,0.2155,0,0,0,0,3,976
2509,,"{195521,195522,195520}",400.431358.415251.583560.089804.160512.402138,400.431358.415251.583560.089804.160512.402138,BULK,1,1,0.2094,0,0,0,0,1.69,849
2510,"{8613,63862,1735}",,400.431358.415251.593369,400.431358.415251.593369,BULK,4,48,0.0368,2573.5168,0.71,0,0,9.32,807
2511,{63863},,400.431358.415251.593369,400.431358.415251.593369.326408,BULK,4,46,0.0428,2406.0571,0.71,0,0,8.42,967
2512,{63864},,400.431358.415251.593369,400.431358.415251.593369.343022,BULK,4,45,0.0509,2329.8809,0.71,0,0,11.68,1040
2513,{8612},,400.431358.415251.593369,400.431358.415251.593369.400273,BULK,4,42,0.037,2203.9757,0.23,0,0,4.6,1077
2514,{8643},,400.431358.415251.593369,400.431358.415251.593369.756666,BULK,3,7,0.0701,621.2556,0,0,0,10,1313
2515,{8575},,400.431358.415251.593369.622039,400.431358.415251.593369.622039,BULK,3,7,0.1372,325.3749,0.23,0,0,5.4,1296
2516,{8639},,400.431358.415251.593369.756666,400.431358.415251.593369.756666.132693,BULK,2,2,0.2032,46.5626,0,0,0,7.4,1370
2517,{63783},,400.431358.415251.638112,400.431358.415251.638112.242880,BULK,4,25,0.1761,674.0648,0.08,0,0,8.78,950
2518,{63782},,400.431358.415251.638112,400.431358.415251.638112.455878,BULK,4,24,0.1689,630.186,0.08,0,0,7.67,1078
2519,{8289},,400.431358.415251.648779.088394,400.431358.415251.648779.088394,BULK,2,2,0.10383333333333333,15.6026,3.49,0,155.59,1.1,865
2520,{63865},,400.431358.415251.696669,400.431358.415251.696669.124554,BULK,4,100,0.0839,4886.7489,23.49,0,1.16,8.2,900
2521,{63866},,400.431358.415251.696669,400.431358.415251.696669.351773,BULK,4,86,0.023649999999999997,4230.6173,23.49,0,0.74,17.8,1114
2522,{63867},,400.431358.415251.696669,400.431358.415251.696669.411424,BULK,4,63,0.0292,2574.6666,17.63,0,0.74,7.77,1120
2523,{13323},,400.431358.415251.696669,400.431358.415251.696669.515028,BULK,4,59,0.0332,2431.7494,17.63,0,0.74,30.4,1196
2524,{8607},,400.431358.415251.696669,400.431358.415251.696669.651306,BULK,3,27,0.0522,1065.5346,15.87,0,0,5.6,1268
2525,{63784},,400.431358.415251.696669.411424,400.431358.415251.696669.411424,BULK,3,21,0.201,1218.5138,5.19,0,0,7.32,1072
2526,{13325},,400.431358.415251.696669.411424,400.431358.415251.696669.411424.116969,BULK,3,19,0.0635,1061.4269,5.19,0,0,14,1148
2527,{13324},,400.431358.415251.696669.539079,400.431358.415251.696669.539079,BULK,3,18,0.2162,597.9029,0.05,0,0.74,10.8,1266
2528,{8626},,400.431358.415251.700137,400.431358.415251.700137.157278,BULK,4,64,0.019,3610.3309,0.53,0,13.32,1.2,719
2529,{8295},,400.431358.415251.700137,400.431358.415251.700137.383031,BULK,3,50,0.025625000000000002,2745.0141,0.47,0,0,22.8,874
2530,{8624},,400.431358.415251.700137.019960,400.431358.415251.700137.019960.392511,BULK,1,1,0.1839,0,0,0,0,2,815
