channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map,Exclude,Reason
1696,,{124450},400.431358.091546,400.431358.091546,BULK,2,5,0.061,120.2783,3.63,0,0,5.47,586,,
1804,,{57962},400.431358.227849.440020,400.431358.227849.440020,BULK,2,2,0.0378,120.1883,0.28,0,26.45,0.9,605,,
3075,{70975},,400.431358.623573.718570.828925,400.431358.623573.718570.828925.298003,BULK,2,2,0.016916667,119.9736,6.56,0,29.24,0.76,656,,
2328,"{63861,10247,63861,10247}","{195344,195344,195340,195340}",400.431358.415251.366115,400.431358.415251.366115.240773,BULK,2,2,0.1146,119.5197,0.76,0,4.97,2.35,678,,
1762,{11684},,400.431358.197707,400.431358.197707.918693,BULK,2,3,0.1559,119.4269,0,0,0,2.4,1008,,
2266,,{195378},400.431358.415251.212542.259463.605158,400.431358.415251.212542.259463.605158.037434,BULK,2,2,0.0544,118.0832,0,0,0,1.73,683,,
3157,{49929},,400.431358.737582.024023.616148,400.431358.737582.024023.616148.669123,BULK,2,4,0.01225,115.6699,0,0,9.91,1.28,654,,
3223,{73570},,400.431358.918528.313709.868324,400.431358.918528.313709.868324,BULK,2,4,0.0747,115.6604,0,0,1.93,1.57,742,,
2350,{8294},,400.431358.415251.382286.565350.123947,400.431358.415251.382286.565350.123947,BULK,2,2,0.0581,115.5444,0.5,0,1.68,2,705,,
1877,,"{58042,58040}",400.431358.237852.107314.218815,400.431358.237852.107314.218815,BULK,2,4,0.038,115.5299,0,0,0.85,0.85,579,,
3146,{13396},,400.431358.732614.791399,400.431358.732614.791399,BULK,2,4,0.0625,113.9882,241.12,0,1.89,2.1,783,,
1630,{11124},,400.431358.079962.441999.443832.262058.708289,400.431358.079962.441999.443832.262058.708289.244239,BULK,2,2,0.05745,113.8559,0,0,48.71,3.6,834,,
2574,,{195957},400.431358.478149.631008,400.431358.478149.631008,BULK,2,3,0.0701,111.7086,0,0,0,2.13,545,,
2215,{10218},,400.431358.415251.107412.051747.877881.050317,400.431358.415251.107412.051747.877881.050317,BULK,2,3,0.0593,111.5152,0.03,0,9.81,1.7,735,,
3136,,{3082},400.431358.732614.587027,400.431358.732614.587027.726441,BULK,2,3,0.005025,111.3426,52.69,0,5.28,1.13,668,,
2213,{10220},,400.431358.415251.107412.051747.843093,400.431358.415251.107412.051747.843093,BULK,2,3,0.1133,109.1221,0.15,0,0,1.1,798,,
1947,{10192},,400.431358.273988.280780.478422,400.431358.273988.280780.478422,BULK,2,2,0.1069,108.7799,0,0,0.54,2,873,,
2597,"{41970,41972}",,400.431358.485911.483167,400.431358.485911.483167.562827,BULK,3,7,0.1272,107.9913,0,0,2.08,1.18,735,,
2090,"{8059,8059}","{195498,195491}",400.431358.319200.625952,400.431358.319200.625952.677548,BULK,2,2,0.0345,106.322,4.75,0,1.02,1.3,720,,
2210,,{195431},400.431358.415251.107412.051747.511549,400.431358.415251.107412.051747.511549.225816,BULK,2,2,0.0899,106.2542,0,0,0,1.63,700,,
2463,{13352},,400.431358.415251.820272,400.431358.415251.820272,BULK,2,2,0.016566667,106.0933,0,0,14.48,4.4,802,,
3087,{70985},,400.431358.623573.883279,400.431358.623573.883279.347976,BULK,2,2,0.1296,105.3806,0,0,0,1.85,638,,
1689,{10388},,400.431358.079962.664467,400.431358.079962.664467.042768,BULK,2,2,0.132,104.7604,0,0,0,1.1,839,,
1875,,"{58031,58030}",400.431358.237852.107314,400.431358.237852.107314.490746,BULK,2,4,0.0299,104.3452,0,0,0,1.59,597,,
1608,{11183},,400.431358.079962.441999.393536,400.431358.079962.441999.393536.436914,BULK,2,3,0.1829,103.3201,0,0,0,4.9,840,,
3160,,{3050},400.431358.737582.024023.719596.425523.200616,400.431358.737582.024023.719596.425523.200616,BULK,2,2,0.0717,102.98,0,0,0,1.5,676,,
2153,,"{123508,123504}",400.431358.359172.527902,400.431358.359172.527902,BULK,2,2,0.0397,102.5981,0,0,20.48,0.95,519,,
1810,"{13285,13285,13285}","{57949,57830,57954}",400.431358.230637,400.431358.230637.189907,BULK,2,3,0.0901,101.9375,0,0,0,1.2,590,,
2262,,{195380},400.431358.415251.212542.259463,400.431358.415251.212542.259463.605158,BULK,2,2,0.0389,101.8653,0,0,8.91,1.03,682,,
3033,,{197654},400.431358.623573.231914,400.431358.623573.231914,BULK,2,2,0.021466667,101.6564,0.42,0,0.85,1.5,535,,
3200,{73548},,400.431358.912160,400.431358.912160.934298,BULK,2,2,0.0574,101.3816,0,0,2.33,1.87,668,,
1752,{10282},,400.431358.184601.278897,400.431358.184601.278897,BULK,2,3,0.183,101.336,0,0,0.84,2.8,775,,
3028,{65685},,400.431358.623573.083900.698145,400.431358.623573.083900.698145,BULK,2,5,0.1966,101.254,0,0,0,1.48,685,,
3152,,{3090},400.431358.737582.024023.233862,400.431358.737582.024023.233862.091238,BULK,2,2,0.071,100.6583,0,0,9.11,0.9,556,,
2079,,"{57884,57874}",400.431358.319200.552528.137043,400.431358.319200.552528.137043.107487,BULK,2,3,0.0622,99.9139,0,0,0,1.25,581,,
1680,{11050},,400.431358.079962.441999.873937,400.431358.079962.441999.873937.509196,BULK,2,3,0.1139,98.829,0.24,0,0,0.6,962,,
3186,"{39245,39244}",,400.431358.815756.430006,400.431358.815756.430006.765735,BULK,2,2,0.0146,98.0153,19.51,0,20.75,1.98,679,,
2558,{8243},{123533},400.431358.478149.135879.724394,400.431358.478149.135879.724394,BULK,2,2,0.1014,95.7161,0,0,0,1.6,678,,
2349,{13343},,400.431358.415251.382286.565350.036013.632317,400.431358.415251.382286.565350.036013.632317,BULK,2,4,0.1882,95.6554,0.89,0,0,1.8,1235,,
2107,,"{123667,123668}",400.431358.319200.766900,400.431358.319200.766900,BULK,2,2,0.0442,94.8582,0,0,0,1.04,664,,
2568,,{195284},400.431358.478149.392435.629632,400.431358.478149.392435.629632.076788,BULK,2,2,0.0238,94.5224,0,0,0,0.97,535,,
1800,,{58193},400.431358.218821.688203,400.431358.218821.688203.146215,BULK,2,2,0.1122,94.3244,0,0,5.37,0.87,833,,
2358,{8601},,400.431358.415251.382286.565350.500054,400.431358.415251.382286.565350.500054,BULK,2,3,0.072383333,91.7619,0.72,0,1.32,21.1,1076,,
1645,,{123794},400.431358.079962.441999.443832.677294.095277.187251.279058,400.431358.079962.441999.443832.677294.095277.187251.279058.161086,BULK,2,2,0.1026,90.2995,2.94,0,3.1,2.63,863,,
1866,"{11506,11506}","{58004,57982}",400.431358.236625.668177.293757,400.431358.236625.668177.293757,BULK,2,3,0.034266667,90.2519,0.06,0,44.83,1.5,602,,
1887,"{65775,57414}",,400.431358.237852.158972.421606,400.431358.237852.158972.421606,BULK,2,4,0.1523,89.8976,0,0,0,1.83,667,,
1556,,{124462},400.431358.076342,400.431358.076342,BULK,2,2,0.05465,89.8585,0,0,0,0.4,568,,
2609,"{10183,10182}","{195920,195920}",400.431358.485911.652987,400.431358.485911.652987.451369,BULK,2,3,0.0304,88.9688,5.89,0,0,1.5,706,,
1992,,"{123711,58361}",400.431358.307489.180532,400.431358.307489.180532,BULK,2,2,0.053166667,87.6917,0,0,1.15,2.3,561,,
1958,,{58295},400.431358.273988.327841,400.431358.273988.327841,BULK,2,2,0.088133333,86.7437,0,0,0,0.87,741,,
1836,{13288},{58027},400.431358.236625.319880.092384,400.431358.236625.319880.092384.638719,BULK,2,3,0.1077,86.4325,0,0,0,2.4,797,,
3072,{38284},,400.431358.623573.718570.715781,400.431358.623573.718570.715781,BULK,2,2,0.019844444,84.7421,0,0,161.08,2.64,647,,
3181,{30031},,400.431358.815756,400.431358.815756.904772,BULK,2,2,0.0183,83.7581,3.8,0,10.69,0.53,678,,
2130,,{58257},400.431358.338841.450732,400.431358.338841.450732,BULK,2,2,0.006466667,83.0803,132.02,0,8.87,1.1,526,,
2355,{8301},,400.431358.415251.382286.565350.154865.970896.502747,400.431358.415251.382286.565350.154865.970896.502747.147991,BULK,2,4,0.0091,82.4588,0.34,0,135.05,0.6,721,,
2687,{31173},,400.431358.554646.638986,400.431358.554646.638986,BULK,2,4,0.2579,82.2962,0,0,0,2.73,920,,
3235,{49965},,400.431358.918528.696695,400.431358.918528.696695.472653,BULK,2,2,0.1169,81.1878,0,0,0,2.12,634,,
3057,{70967},,400.431358.623573.718570.268941,400.431358.623573.718570.268941.692604,BULK,2,2,0.1034,80.8389,0.18,0,3,1.04,646,,
3034,{65700},,400.431358.623573.236484,400.431358.623573.236484.413413,BULK,2,2,0.03626,80.8096,0,0,2.95,4.62,650,,
1773,{11737},,400.431358.218821,400.431358.218821.809564,BULK,2,2,0.082,79.8766,0,0,0.89,1.3,882,,
1774,,{58066},400.431358.218821.096929,400.431358.218821.096929.278538,BULK,2,3,0.0211,79.7645,0.42,0,19.43,1.26,562,,
1631,{8474},,400.431358.079962.441999.443832.360060,400.431358.079962.441999.443832.360060,BULK,2,3,0.071833333,79.6291,0,0,6.57,1,855,,
2640,,{57797},400.431358.527963,400.431358.527963,BULK,2,2,0.049066667,78.6822,0.3,0,0,0.6,437,,
1753,{11861},,400.431358.184601.385006,400.431358.184601.385006.282144,BULK,2,3,0.09085,78.3559,0,0,4.28,1,897,,
2504,{8476},,400.431358.450642.551351,400.431358.450642.551351,BULK,2,2,0.1345,77.0367,0.39,0,0.32,1.1,689,,
1846,{11788},{58057},400.431358.236625.524806.084132,400.431358.236625.524806.084132.271420,BULK,2,2,0.0951,76.9425,0,0,0.34,1.1,621,,
2685,,{57769},400.431358.554646.247859,400.431358.554646.247859.168379,BULK,2,3,0.0524,76.1613,0,0,0,1.3,519,,
2547,,{124176},400.431358.478149.135879.175663,400.431358.478149.135879.175663.670559,BULK,2,2,0.0707,75.1827,0,0,0,0.98,579,,
1537,,{124456},400.431358.007243.243730,400.431358.007243.243730.312593,BULK,2,3,0.0203,74.7033,0.35,0,1.98,0.5,566,,
3188,{30035},,400.431358.815756.430006.370829,400.431358.815756.430006.370829.762621,BULK,2,3,0.0333,74.0223,0.62,0,22.68,1.35,690,,
2684,,{57762},400.431358.554646.208239.472799,400.431358.554646.208239.472799,BULK,2,2,0.029,73.9211,14.05,0,3.06,1.2,533,,
2066,,"{57870,57872,57871}",400.431358.319200.515081.012845,400.431358.319200.515081.012845,BULK,2,2,0.02635,73.664,0,0,274.31,1.03,575,,
2455,{8628},,400.431358.415251.682494,400.431358.415251.682494,BULK,2,3,0.1539,73.6051,0,0,0,2.4,761,,
2599,{41963},,400.431358.485911.483167.460458,400.431358.485911.483167.460458.210085,BULK,2,3,0.1401,73.2025,0,0,0,1.74,721,,
2028,,"{57826,57827}",400.431358.319200.121751.499589,400.431358.319200.121751.499589,BULK,2,2,0.0449,72.399,0,0,0,1.59,514,,
1899,,{57917},400.431358.237852.422998,400.431358.237852.422998,BULK,2,2,0.01515,71.3269,0,0,16.64,1.2,546,,
1610,{54820},,400.431358.079962.441999.401837,400.431358.079962.441999.401837.520585,BULK,2,2,0.1081,71.0426,0,0,0,1.63,687,,
2105,{13412},,400.431358.319200.742374.547689,400.431358.319200.742374.547689,BULK,2,2,0.1249,70.0859,0.86,0,0,2.4,888,,
2323,{10250},{195337},400.431358.415251.352737,400.431358.415251.352737,BULK,2,2,0.09085,70.0812,0,0,0,1.4,582,,
2348,{13345},,400.431358.415251.382286.565350.036013.579103,400.431358.415251.382286.565350.036013.579103,BULK,2,3,0.2371,70.0251,0,0,0,0.7,1180,,
2399,{10256},,400.431358.415251.466333.652424,400.431358.415251.466333.652424,BULK,2,4,0.2141,69.2276,0,0,0,1.5,1226,,
1819,"{11731,11731}","{57975,57974}",400.431358.236625.192900.250492,400.431358.236625.192900.250492.601119,BULK,2,2,0.0341,68.4689,0,0,0,0.9,578,,
1817,,{57992},400.431358.236625.192900,400.431358.236625.192900.785210,BULK,3,6,0.025942857,68.2074,0,0,2.53,0.4,797,,
2644,,{58108},400.431358.529247.118915,400.431358.529247.118915.712191,BULK,2,3,0.0919,65.8871,0,0,0,0.76,569,,
1693,,{124449},400.431358.085514.062968,400.431358.085514.062968,BULK,2,4,0.1266,64.6779,0.06,0,0,1.16,604,,
3067,{70940},,400.431358.623573.718570.456557,400.431358.623573.718570.456557,BULK,2,3,0.2098,63.8769,0,0,0,1.83,672,,
2357,{8519},,400.431358.415251.382286.565350.372009,400.431358.415251.382286.565350.372009.754612,BULK,2,2,0.0971,63.6678,0.86,0,0,1.3,1049,,
1854,{13465},,400.431358.236625.572493.312905.117864,400.431358.236625.572493.312905.117864.189239,BULK,2,2,0.1342,61.0168,0,0,0,2.6,755,,
3194,{30038},,400.431358.820938,400.431358.820938.884515,BULK,2,3,0.015466667,60.9301,0,0,2.46,1.38,549,,
2299,{11922},{124291},400.431358.415251.310152.303256.097983,400.431358.415251.310152.303256.097983.115925,BULK,2,2,0.1306,60.6779,0,0,0.97,0.7,691,,
3122,,{3081},400.431358.725554.173106.462742,400.431358.725554.173106.462742,BULK,2,2,0.0874,60.5662,0,0,0,1.1,511,,
2009,{8175},,400.431358.307489.758719,400.431358.307489.758719,BULK,2,2,0.3199,60.0164,0.29,0,0,1.5,1003,,
2670,,{123342},400.431358.550410,400.431358.550410,BULK,2,2,0.0164,59.8238,0,0,0,1.15,431,,
2341,{63816},,400.431358.415251.382286.436927,400.431358.415251.382286.436927.681578,BULK,2,3,0.2045,59.2753,0,0,1.62,0.97,988,,
2270,{13426},,400.431358.415251.212542.280067,400.431358.415251.212542.280067.180069,BULK,2,2,0.0433,58.9779,0,0,0,1.2,608,,
3069,{38317},,400.431358.623573.718570.532035,400.431358.623573.718570.532035.838283,BULK,2,3,0.0941,58.0812,0,0,1.24,1.97,695,,
2404,"{63786,63785}",,400.431358.415251.495624.246805,400.431358.415251.495624.246805,BULK,2,3,0.1505,57.7562,0,0,0,1.91,765,,
2462,{8292},,400.431358.415251.700137.305120,400.431358.415251.700137.305120.031688,BULK,2,3,0.1822,57.2904,0,0,0,2.3,906,,
3143,,{3093},400.431358.732614.587027.393236,400.431358.732614.587027.393236,BULK,2,2,0.1243,57.21,0.28,0,0,0.85,678,,
2560,,{123530},400.431358.478149.135879.779476,400.431358.478149.135879.779476.109889,BULK,2,2,0.1286,56.0543,0.31,0,1.03,1.36,734,,
2667,,{57765},400.431358.549915.120302,400.431358.549915.120302,BULK,2,2,0.0778,55.1447,0,0,5.43,2.2,456,,
3081,{70960},,400.431358.623573.825054.336507,400.431358.623573.825054.336507,BULK,2,2,0.1868,53.6447,0,0,0,0.65,619,,
1932,,{58303},400.431358.273988.280780.163485,400.431358.273988.280780.163485.452349,BULK,2,2,0.1649,53.3452,0,0,0,1.07,815,,
2306,{13327},,400.431358.415251.310152.447208.392361,400.431358.415251.310152.447208.392361,BULK,2,2,0.1094,53.0297,0,0,0,1.2,761,,
2372,{8499},,400.431358.415251.403753.156587,400.431358.415251.403753.156587,BULK,2,2,0.1669,52.7577,0,0,0,5.1,591,,
2287,,{195446},400.431358.415251.267270,400.431358.415251.267270,BULK,2,2,0.00405,52.1771,0,0,0,1.05,542,,
2080,,{57888},400.431358.319200.552528.137043,400.431358.319200.552528.137043.612141,BULK,2,2,0.0615,51.8879,0,0,0,0.5,604,,
1720,,{123803},400.431358.140529.051002,400.431358.140529.051002.314497,BULK,2,2,0.0448,51.64,0,0,0,1.5,597,,
2021,,{57824},400.431358.319200.068501,400.431358.319200.068501.210319,BULK,2,2,0.04935,50.892,0,0,0,0.8,516,,
1757,{11860},,400.431358.184601.742270,400.431358.184601.742270,BULK,2,2,0.07945,50.802,0,0,15.6,1.6,945,,
2310,{8593},,400.431358.415251.319399,400.431358.415251.319399.821268,BULK,2,4,0.141,50.4429,0.4,0,0,4.9,1131,,
2606,{8252},,400.431358.485911.630070,400.431358.485911.630070.700131,BULK,2,2,0.0777,50.0065,0,0,0,0.7,688,,
3078,{70986},,400.431358.623573.777093,400.431358.623573.777093.278060,BULK,2,2,0.1189,48.4323,0,0,2.58,1.53,595,,
2071,,{58050},400.431358.319200.515081.223528,400.431358.319200.515081.223528,BULK,2,2,0.080766667,46.8915,0,0,0.3,0.97,635,,
2625,,{123651},400.431358.506488.561836,400.431358.506488.561836.709269,BULK,2,2,0.055733333,46.8413,0.06,0,2.78,1.56,807,,
2451,{8639},,400.431358.415251.593369.756666,400.431358.415251.593369.756666.132693,BULK,2,2,0.2032,46.5626,0,0,0,7.4,1370,,
1832,,{58013},400.431358.236625.297072,400.431358.236625.297072,BULK,2,3,0.0972,45.2739,0,0,0,0.87,593,,
2393,{10221},,400.431358.415251.466333.212210,400.431358.415251.466333.212210.788042,BULK,2,4,0.1311,44.0498,0.21,0,0,3.5,1295,,
3047,{56152},,400.431358.623573.582634.770868,400.431358.623573.582634.770868,BULK,2,2,0.0124,43.7792,0,0,9.88,1.27,581,,
3141,,{3092},400.431358.732614.587027.340545.189559,400.431358.732614.587027.340545.189559.084874,BULK,2,2,0.123,43.2601,0,0,0,1.83,710,,
2637,,{123350},400.431358.520929.251193,400.431358.520929.251193.037246,BULK,2,2,0.0661,42.832,0,0,0,0.75,468,,
1869,,{57984},400.431358.236625.857026,400.431358.236625.857026,BULK,2,3,0.0876,42.0175,0,0,0,0.7,817,,
3098,"{42763,42762}",,400.431358.662827,400.431358.662827.872533,BULK,2,3,0.01425,41.7813,6.31,0,1.19,1.05,655,,
1673,{10901},,400.431358.079962.441999.783403.413594,400.431358.079962.441999.783403.413594.369028,BULK,2,2,0.01435,41.703,0,0,18.18,2.1,847,,
2069,,{57855},400.431358.319200.515081.186254,400.431358.319200.515081.186254.342755,BULK,2,2,0.1173,41.5296,0,0,1.47,1.6,719,,
2263,,{195377},400.431358.415251.212542.259463.515541,400.431358.415251.212542.259463.515541,BULK,2,2,0.0436,41.1285,0,0,0,0.57,684,,
3192,{39246},,400.431358.815756.723372,400.431358.815756.723372.364611,BULK,2,3,0.03508,39.0846,3.56,0,10.74,0.55,663,,
1600,{8537},,400.431358.079962.441999.336998.167431,400.431358.079962.441999.336998.167431.233188,BULK,2,2,0.1339,37.8173,0,0,0,1.9,792,,
2288,{11898},,400.431358.415251.287080,400.431358.415251.287080,BULK,2,2,0.0665,36.5383,0,0,0,0.5,549,,
2207,{13416},,400.431358.415251.107412.051747.493786.546553,400.431358.415251.107412.051747.493786.546553,BULK,2,3,0.2316,36.4552,0,0,0,2.3,1024,,
3090,{38318},,400.431358.623573.956256,400.431358.623573.956256,BULK,2,2,0.01625,35.2868,0,0,5.7,0.97,586,,
3162,,{3078},400.431358.737582.733216,400.431358.737582.733216.581955,BULK,2,2,0.0703,34.9249,0,0,0,0.7,596,,
1588,{11007},,400.431358.079962.441999.137002.668327,400.431358.079962.441999.137002.668327,BULK,2,2,0.2919,34.831,0,0,0,2.2,977,,
2614,,{123367},400.431358.497700.200767,400.431358.497700.200767,BULK,2,2,0.020216667,32.9597,2.25,0,14.05,1.11,471,,
2607,{8253},,400.431358.485911.630070.389580,400.431358.485911.630070.389580,BULK,2,2,0.0546,32.6473,0,0,1.61,1.5,656,,
3168,,{3052},400.431358.763808.706575.135457,400.431358.763808.706575.135457.244956,BULK,2,2,0.0109,29.0212,0,0,0,0.5,585,,
1829,,{57988},400.431358.236625.192900.647034,400.431358.236625.192900.647034.425828,BULK,2,3,0.0916,28.7292,0,0,0,0.6,816,,
1755,{11855},,400.431358.184601.680983,400.431358.184601.680983,BULK,2,2,0.1061,28.5026,0,0,10.96,2.5,936,,
3220,{73567},,400.431358.918528.313709.541241,400.431358.918528.313709.541241.238982,BULK,2,2,0.09785,26.1162,0,0,1.19,2.13,683,,
1868,,{57986},400.431358.236625.837356.367584,400.431358.236625.837356.367584,BULK,2,3,0.137,26.1108,0,0,0,0.7,835,,
1951,,{58326},400.431358.273988.280780.568397.188166,400.431358.273988.280780.568397.188166,BULK,2,2,0.13,24.9411,0,0,0,0.57,886,,
2276,{11894},{123568},400.431358.415251.212542.424007.158794,400.431358.415251.212542.424007.158794,BULK,2,2,0.137,23.1009,0.05,0,0,2.1,750,,
2324,,{195338},400.431358.415251.355280,400.431358.415251.355280,BULK,2,2,0.1128,22.609,0,0,0,0.72,578,,
2018,,"{57819,57817,57818}",400.431358.319200.054677,400.431358.319200.054677,BULK,2,2,0.0476,20.6507,0.13,0,0,0.87,511,,
2055,{8232},,400.431358.319200.392065,400.431358.319200.392065,BULK,2,2,0.016,20.2727,9.23,0,45.68,1.7,527,,
1640,,{123782},400.431358.079962.441999.443832.677294.095277,400.431358.079962.441999.443832.677294.095277.187251,BULK,2,2,0.0324,18.0423,0,0,28.03,1.65,871,,
3096,,"{3060,3061}",400.431358.655596.159605,400.431358.655596.159605.533396,BULK,2,2,0.2613,17.2996,0,0,0.38,0.6,468,,
2072,,{57848},400.431358.319200.515081.387813,400.431358.319200.515081.387813.427279,BULK,2,2,0.1987,14.0134,0,0,0,0.8,699,,
2536,{8562},{123538},400.431358.478149,400.431358.478149.869108,BULK,2,2,0.1456,13.9887,0,0,0,1.4,721,,
3164,,{3056},400.431358.737582.733216.581955,400.431358.737582.733216.581955,BULK,2,2,0.0629,8.7839,0,0,0,1,594,,
1534,{73529},,400.431358,400.431358.995538,BULK,1,1,0.030983333,0,9.16,0,7.85,0.43,539,,
1535,,{124425},400.431358.005187,400.431358.005187,BULK,1,1,0.049,0,0,0,0,1.11,570,,
1538,,"{124422,124421,124424,124423}",400.431358.007243.243730.312593,400.431358.007243.243730.312593,BULK,1,1,0.0021,0,0,0,0,4.04,564,,
1539,,"{124458,124457}",400.431358.007243.243730.813627,400.431358.007243.243730.813627,BULK,1,1,0.0628,0,0,0,0.74,1.42,567,,
1541,,{124460},400.431358.007243.501543,400.431358.007243.501543,BULK,1,1,0.0228,0,0,0,0.87,1.21,600,,
1546,,{124446},400.431358.026409,400.431358.026409,BULK,1,1,0.04155,0,0,0,0,1.66,583,,
1548,,{124461},400.431358.033974,400.431358.033974.363004,BULK,1,1,0.011433333,0,8.33,0,17.33,0.6,572,,
1549,,"{124454,124455}",400.431358.033974.235008,400.431358.033974.235008,BULK,1,1,0.0304,0,0,0,0,1.23,570,,
1550,,"{124453,124452}",400.431358.033974.334698,400.431358.033974.334698,BULK,1,1,0.01885,0,0,0,2.03,1.12,568,,
1582,{10984},,400.431358.079962.441999.137002.132754,400.431358.079962.441999.137002.132754.454268,BULK,1,1,0.0101,0,0.55,0,0,1.6,739,,
1583,{10989},,400.431358.079962.441999.137002.132754.454268,400.431358.079962.441999.137002.132754.454268,BULK,1,1,0.015975,0,3.36,0,3.43,0.9,735,,
1589,{11006},,400.431358.079962.441999.137002.924793,400.431358.079962.441999.137002.924793,BULK,1,1,0.05955,0,0.34,0,1.67,1.3,994,,
1592,{54812},,400.431358.079962.441999.239096,400.431358.079962.441999.239096.893425,BULK,1,1,0.0482,0,0,0,0.14,0.72,755,,
1593,{13422},,400.431358.079962.441999.239096.066564,400.431358.079962.441999.239096.066564.260614,BULK,1,1,0.046233333,0,0,0,4.32,1.4,737,,
1594,{54813},{6272},400.431358.079962.441999.239096.197398,400.431358.079962.441999.239096.197398,BULK,1,1,0.078966667,0,0,0,1.63,1.92,736,,
1603,"{8535,8540}",,400.431358.079962.441999.336998.408545,400.431358.079962.441999.336998.408545,BULK,1,1,0.2581,0,0,0,0,4.35,811,,
1606,"{11176,54818}",,400.431358.079962.441999.372542,400.431358.079962.441999.372542,BULK,1,1,0.0882,0,0,0,0,3.36,814,,
1611,{54822},,400.431358.079962.441999.401837.520585,400.431358.079962.441999.401837.520585,BULK,1,1,0.1554,0,0,0,0,1.25,763,,
1612,{11074},,400.431358.079962.441999.425671,400.431358.079962.441999.425671,BULK,1,1,0.0223,0,0,0,0,1.1,678,,
1617,{11073},,400.431358.079962.441999.443832.138152,400.431358.079962.441999.443832.138152.306213,BULK,1,1,0.0585,0,4.69,0,0,1.6,742,,
1618,{11153},,400.431358.079962.441999.443832.160468,400.431358.079962.441999.443832.160468,BULK,1,1,0.030483333,0,0.14,0,4.61,2.4,744,,
1629,{11130},,400.431358.079962.441999.443832.262058.492405.473165,400.431358.079962.441999.443832.262058.492405.473165,BULK,1,1,-0.03388,0,4.34,0,1.35,1.4,779,,
1633,{11926},,400.431358.079962.441999.443832.436324,400.431358.079962.441999.443832.436324.622197,BULK,1,1,0.218,0,0,0,0,2.7,950,,
1646,,{123799},400.431358.079962.441999.443832.677294.095277.187251.279058,400.431358.079962.441999.443832.677294.095277.187251.279058.585408,BULK,1,1,0.056725,0,2.89,0,1.77,1.57,888,,
1647,,{123795},400.431358.079962.441999.443832.677294.095277.187251.279058.161086,400.431358.079962.441999.443832.677294.095277.187251.279058.161086,BULK,1,1,0.0211,0,0,0,0.33,2.07,869,,
1648,,{123798},400.431358.079962.441999.443832.677294.095277.187251.279058.585408,400.431358.079962.441999.443832.677294.095277.187251.279058.585408,BULK,1,1,0.025075,0,0.05,0,1.33,1.06,883,,
1649,,{123797},400.431358.079962.441999.443832.677294.095277.187251.601113,400.431358.079962.441999.443832.677294.095277.187251.601113,BULK,1,1,0.02685,0,0,0,0.98,0.45,846,,
1651,{20830},,400.431358.079962.441999.449955,400.431358.079962.441999.449955.301779,BULK,1,1,0.1236,0,0,0,0,4.6,829,,
1653,{20829},,400.431358.079962.441999.449955.301779,400.431358.079962.441999.449955.301779.186886,BULK,1,1,0.0593,0,0,0,0.39,1.58,801,,
1655,{8146},,400.431358.079962.441999.484587.430307,400.431358.079962.441999.484587.430307,BULK,1,1,0.151,0,0,0,0,1.8,816,,
1657,{11150},,400.431358.079962.441999.489639,400.431358.079962.441999.489639.097577,BULK,1,1,0.0225,0,0,0,36.2,0.6,668,,
1661,{11154},,400.431358.079962.441999.489656.117405.402456,400.431358.079962.441999.489656.117405.402456.215793,BULK,1,1,0.0341,0,0,0,0,0.6,716,,
1662,{10994},,400.431358.079962.441999.489656.655603,400.431358.079962.441999.489656.655603,BULK,1,1,0.0145,0,0,0,3.77,1.8,719,,
1669,{46271},,400.431358.079962.441999.600348.573283,400.431358.079962.441999.600348.573283.720674,BULK,1,1,0.1422,0,0,0,0,1,704,,
1671,{10897},,400.431358.079962.441999.683895,400.431358.079962.441999.683895,BULK,1,1,0.0246,0,0,0,0,2.3,742,,
1672,{10134},,400.431358.079962.441999.716915,400.431358.079962.441999.716915,BULK,1,1,0.082875,0,0,0,14.87,3.5,808,,
1681,{11051},,400.431358.079962.441999.873937.436475,400.431358.079962.441999.873937.436475,BULK,1,1,0.098,0,0,0,0,0.7,904,,
1684,"{11106,11101}",,400.431358.079962.441999.930252,400.431358.079962.441999.930252.666045,BULK,1,1,0.0822,0,0,0,0,1.25,998,,
1694,,{124448},400.431358.085514.142043,400.431358.085514.142043,BULK,1,1,0.2408,0,0,0,0,2.21,636,,
1698,,{124484},400.431358.098906.508671,400.431358.098906.508671.078053,BULK,1,1,0.2269,0,0,0,0,1.23,703,,
1699,,{124485},400.431358.098906.508671.078053,400.431358.098906.508671.078053,BULK,1,1,0.0467,0,0,0,0,0.75,620,,
1701,,{124472},400.431358.103213.212536,400.431358.103213.212536.399133,BULK,1,1,0.1124,0,0,0,0,1.04,562,,
1705,,{124475},400.431358.106238.258339,400.431358.106238.258339.492962,BULK,1,1,0.0579,0,0,0,0,1.09,596,,
1710,,{124486},400.431358.125362.665186.033115,400.431358.125362.665186.033115,BULK,1,1,0.4221,0,0,0,0,4.03,1074,,
1712,,{123804},400.431358.127339.484517,400.431358.127339.484517.114181,BULK,1,1,0.047866667,0,0,0,0,0.9,619,,
1714,,{124478},400.431358.135128.101849.151521,400.431358.135128.101849.151521,BULK,1,1,0.00794,0,1.73,0,1.37,0.9,642,,
